quality_score,Species,Country of Origin,Farm Name,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Min_Altitude,Max_Altitude
79.67,Arabica,Mexico,EL ENCINAL,EN EL PROGRESO,1702807163,,975,"TENANGO DE DORIA, HIDALGO","GOMEZ GRANILLO, VERONICO",10,1,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Completed,Washed / Wet,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79,13%,5 full defects,0,None,6 full defects,"September 27th, 2013",975,975
79.67,Arabica,Mexico,CONSOLAPA,,1104363350,ECOMTRADING,1264,"COATEPEC, COATEPEC",CECILIA AVILA CAMBEROS,253,1,2012,"June 4th, 2012",ALFREDO BOJALIL,Mundo Novo,Completed,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79,0%,0 full defects,0,,9 full defects,"June 4th, 2013",1264,1264
79.58,Arabica,Mexico,TEPETZINGO,MONTE BLANCO,1104379888,CAFETERA EL GRANDE S.A. DE C.V.,1250,TEPETZINGO,ROGELIO JACOME MORALES,50,1,2012,"September 17th, 2012",OBED RENDON PONCE,Typica,Completed,Washed / Wet,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79,12%,0 full defects,0,None,11 full defects,"September 17th, 2013",1250,1250
79.58,Arabica,Mexico,,FINCA CUSTEPEC,2676,BENEFICIO CUSTEPEC S.A. DE C.V.,1550,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250,1,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Completed,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79,13%,0 full defects,0,Green,5 full defects,"August 30th, 2013",1550,1550
79.58,Arabica,Colombia,,Trilladora Bonanza-armenia,3-68-0153,,1800 msnm,huila,,250,70,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,Completed,,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79,10%,0 full defects,0,,4 full defects,"February 9th, 2012",1800,1800
79.58,Arabica,Guatemala,La Igualdad,Concepcion,11-194-0008,,"3,500 - 5,200 feet","Chuva, San Marcos",Federico Weller,223,69,2009/2010,"January 13th, 2011",Carl Walker,,Completed,,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79,17%,1 full defects,0,,19 full defects,"January 13th, 2012",3,5
79.5,Arabica,Nicaragua,Las Nubes,,017/176/160,COOPERATIVA EL GORRION R.L,1050,Jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,275,69,2015,"July 6th, 2015",COOPERATIVA EL GORRION R.L,Caturra,Completed,Natural / Dry,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79,12%,0 full defects,0,Green,6 full defects,"July 5th, 2016",1050,1050
79.5,Arabica,Taiwan,Su-Zhen Huang ???,??????,none,Blossom Valley????,700M??,Nantou ?????,???,10,2,2014,"May 23rd, 2015",CQI Taiwan ICP CQI??????,Typica,Completed,Natural / Dry,6.92,7,7.17,7,7.42,7,10,10,10,7,79,0%,0 full defects,0,,1 full defects,"May 22nd, 2016",700,700
79.5,Arabica,Colombia,,trilladora Bonanza,68-0197,Exportadora de Cafe Condor S.A,1550 msnm,cundinamarca,,250,70,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79,0%,0 full defects,0,Green,2 full defects,"June 21st, 2014",1550,1550
79.5,Arabica,Mexico,,FINCA CUSTEPEC,2676,BENEFICIO CUSTEPEC S.A. DE C.V.,1550,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250,1,2012,"August 1st, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Completed,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79,12%,1 full defects,0,Green,20 full defects,"August 1st, 2013",1550,1550
79.5,Arabica,Mexico,CASA BLANCA,,145092,,1100,"COATEPEC, COATEPEC",MARIA DE LA LUZ SANCHEZ TODD,127,1,2012,"July 11th, 2012",MARIO JOSE FERNANDEZ,Typica,Completed,Washed / Wet,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79,12%,0 full defects,0,Bluish-Green,5 full defects,"July 11th, 2013",1100,1100
79.42,Arabica,Guatemala,EL PAPATURRO,BENEFICIO IXCHEL,11/23/0358,"UNEX (GUATEMALA), S.A",4000 P.S.N.M.,ORIENTE,AMILCAR LAPOLA,250,69,2013,"May 13th, 2014",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79,10%,0 full defects,0,Green,2 full defects,"May 13th, 2015",4000,4000
79.42,Arabica,Guatemala,VARIAS,LAS AMERICAS,11-951-136,OUTSPAN GUATEMALA S.A.,4000 P.S.N.M.,ORIENTE,VARIOS,275,69,2014,"March 31st, 2014",Juan Luis Alvarado Romero,Other,Completed,Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79,10%,1 full defects,0,Green,4 full defects,"March 31st, 2015",4000,4000
79.42,Arabica,Mexico,CRE-LEG L-4,CRE-LEG BENEFICIO,0,CAFESSISIMO COMPAÑIA S.A. DE C.V.,800,XICOTEPEC DE JUAREZ,ADRIANA TORRES RICO QUEVEDO,10,1,2012,"September 11th, 2012",ADRIANA TORRES RICO QUEVEDO,Typica,Completed,Washed / Wet,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79,13%,0 full defects,0,Green,30 full defects,"September 11th, 2013",800,800
79.33,Arabica,Cote d?Ivoire,CNRA Station of Divo,CNRA Station of Divo,,Royal 1750 Coffee,200,CNRA Station of Divo,CNRA,2,1,2016,"June 6th, 2017",Rre Kunene,,Completed,Washed / Wet,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79,13%,1 full defects,0,Bluish-Green,2 full defects,"June 6th, 2018",200,200
79.33,Arabica,Colombia,Several,Spot,3-279-390,The Coffee Source Inc.,1200,Pereira,Spot,250,0.273375,2013,"January 8th, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79,0%,0 full defects,0,Green,3 full defects,"January 8th, 2015",1200,1200
79.33,Arabica,Mexico,EL ENCANTO,"EL OLVIDO, ZENTLA, VERACRUZ",1104340088,,950,ZENTLA,ERIC JESUS CORDOBA ARROYO,30,1,2012,"September 17th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Completed,Washed / Wet,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79,14%,0 full defects,0,None,23 full defects,"September 17th, 2013",950,950
79.33,Arabica,Mexico,LA GLORIA,"EL OLVIDO, ZENTLA, VERACRUZ",1104275271,,750,ZENTLA,ANTONIO CORDOBA MURILLO,50,1,2012,"September 10th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Completed,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79,14%,0 full defects,0,Green,19 full defects,"September 10th, 2013",750,750
79.33,Arabica,Guatemala,Conquista/ Morito,Beneficio Ixchel,11/23/0122,"UNEX (GUATEMALA), S.A",,ORIENTE,Conquista/ Morito,250,1,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79,11%,0 full defects,0,Green,6 full defects,"January 12th, 2013",,
79.25,Arabica,Taiwan,BaiShenCun Coffee Farm???????,BaiShenCun Coffee Farm???????,Taiwan,"RED ON TREE CO., LTD.",850,"Guoxing Township, Nantou County ??????",WU SHU YI ???,50,20,2014,"November 7th, 2014","Lin, Che-Hao Krude ???",Typica,Completed,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79,11%,0 full defects,0,Blue-Green,0 full defects,"November 7th, 2015",850,850
79.25,Arabica,Mexico,EL AGUACATE,CAFES DE NARANJAL S.A. DE C.V.,1104367469,CAFES DE NARANJAL S.A. DE C.V,1000,VERACRUZ,MARCO VIRGILIO RAMIREZ TELIZ,12,1,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Completed,Washed / Wet,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79,13%,0 full defects,0,Green,10 full defects,"September 10th, 2013",1000,1000
79.17,Arabica,Guatemala,LAS DELICIAS,BENEFICIO IXCHELL,11/23/0632,"UNEX GUATEMALA, S.A.",4000,SANTA ROSA,OTTO BECKER,50,69,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79,10%,0 full defects,0,Green,0 full defects,"August 22nd, 2018",4000,4000
79.17,Arabica,Honduras,La Bendicion,Dry in solar beds,13-154-234,Coffee Planet Corporation S.A,1650,Ocotepeque,Jorge Alfredo Pinto,15,69,2017,"July 27th, 2017",Janny Marlith Torres,Catuai,Completed,Washed / Wet,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79,11%,0 full defects,0,Green,5 full defects,"July 27th, 2018",1650,1650
79.17,Arabica,Guatemala,CHAPULTEPEC,BENEFICIO IXCHEL,11/23/0168,"UNEX GUATEMALA, S.A.",1320,OCCIDENTE,CHAPULTEPEC,250,69,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79,11%,0 full defects,8,Green,6 full defects,"May 23rd, 2017",1320,1320
79.17,Arabica,Guatemala,EL CHILE,LA CONQUISTA,11-973-94,"MERCON GUATEMALA, S.A.",1300 A 1800 METROS SOBRE EL NIVEL DEL MAR,NUEVO ORIENTE,OVIDIO CARDONA,275,69,2015,"June 30th, 2015",Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79,11%,0 full defects,0,Green,6 full defects,"June 29th, 2016",1300,1300
79.17,Arabica,Costa Rica,,,1,S&D Coffee and Tea,,San Rafael,,1,2,2012,"December 10th, 2013",Brent Hall,Catuai,Completed,Washed / Wet,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79,10%,5 full defects,0,None,20 full defects,"December 10th, 2014",,
79.17,Arabica,Mexico,LA TEJERIA,LA TEJERIA,0,CAFEORGANICO.MX,1550,ZARAGOZA ITUNDUJIA,HILARIO GARCÍA SANDOVAL,10,1,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Completed,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79,14%,0 full defects,0,None,8 full defects,"September 13th, 2013",1550,1550
79.17,Arabica,Mexico,EL DELIRIO,"YAJALON, CHIAPAS",2728,,1450,YAJALON,SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L.,53,1,2012,"August 30th, 2012",JULIO CESAR ROBLES FLORES,Typica,Completed,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79,14%,0 full defects,0,Green,34 full defects,"August 30th, 2013",1450,1450
79.17,Arabica,Mexico,Various smallholders,Various smallholders' wet mills,016/2362/0057,,1200 m,"Pluma Hidalogo, Oaxaca",Various smallholders,250,6,08/09 crop,"April 9th, 2010",Masamichi Hiroike,Typica,Completed,,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79,1%,0 full defects,0,,8 full defects,"April 9th, 2011",1200,1200
79.08,Arabica,Guatemala,LAS MERCEDITAS,BENEFICIO IXCHELL,11/23/0693,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,ANGEL DE LEON,50,69,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79,10%,0 full defects,0,Green,1 full defects,"August 23rd, 2018",1700,1700
79.08,Arabica,United States (Puerto Rico),Hacienda Caracolillo,Hacienda Alto Grande,,"Hacienda Alto Grande, LLC.",2800 ft,Yauco Region,Hacienda Alto Grande,18,0.455625,2013,"June 9th, 2014",German Negron,Other,Completed,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79,13%,0 full defects,0,Green,0 full defects,"June 9th, 2015",,
79.08,Arabica,Mexico,HUANACAXTLE,"ZARAGOZA ITUNDUJIA, OAXACA",1405792893,CAFEORGANICO.MX,1500,ZARAGOZA ITUNDUJIA,GUADALUPE HERAS HERNANDEZ,13,1,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Completed,Washed / Wet,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79,16%,0 full defects,0,None,2 full defects,"September 13th, 2013",1500,1500
79.08,Arabica,Mexico,LAS PALMAS,"PALO BLANCO, TLACUILOTEPEC, PUEBLA",1207093598,PRODUCTORES E INDUSTRIALIZADORES DE CAFÉ ORGÁNICO LA FE S.C. DE R.L.,1100,TLACUILOTEPEC,JUANA RODRIGUEZ GUTIERREZ,10,1,2012,"September 12th, 2012",JUANA RODRIGUEZ GUTIERREZ,Mundo Novo,Completed,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79,11%,0 full defects,0,Green,45 full defects,"September 12th, 2013",1100,1100
79.08,Arabica,Mexico,EL DESMORONADO,EL DESMORONADO,0,,1200,TALPA DE ALLENDE,BALBINO RAMIREZ FLORES,10,1,2012,"July 3rd, 2012",BALBINO RAMIREZ FLORES,Typica,Completed,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79,10%,0 full defects,0,Bluish-Green,0 full defects,"July 3rd, 2013",1200,1200
79,Arabica,Guatemala,Varias,Las Americas,11-951-388,"Outspan Guatemala, S.A.",4000,Oriente,Varios,250,69,2014,"September 11th, 2014",Juan Luis Alvarado Romero,Other,Completed,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,12%,0 full defects,0,Green,3 full defects,"September 11th, 2015",4000,4000
79,Arabica,Honduras,Varios Farms,Cafes Finos de Exportacion S. de R.L.,13-117-87,CAFES FINOS DE EXPORTACION S DE R.L.,1350,INTIBUCA,Cooperativa Coaquil,275,2,2014,"April 26th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Completed,Washed / Wet,7,7,7,7,7,7,10,10,10,7,79,11%,0 full defects,0,Green,12 full defects,"April 26th, 2015",1350,1350
79,Arabica,Peru,,,030-0582-0050,Sustainable Harvest,1400,San Ignacio,Frontera,280,69,2012,"January 8th, 2013",Sustainable Harvest Coffee,Typica,Completed,Washed / Wet,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,0%,0 full defects,0,,4 full defects,"January 8th, 2014",1400,1400
79,Arabica,Mexico,,"ILIATENCO, GUERRERO",0,Café Monteabuelo S.A. DE C.V.,1300,"ILIATENCO, GUERRERO",GONZALO DE AQUINO FLORES,14,1,2012,"September 17th, 2012",GONZALO DE AQUINO FLORES,Mundo Novo,Completed,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,12%,0 full defects,0,None,12 full defects,"September 17th, 2013",1300,1300
79,Arabica,Mexico,EL SAUCE,"ZARAGOZA ITUNDUJIA, OAXACA",2074632,CAFEORGANICO.MX,1550,ZARAGOZA ITUNDUJIA,JUAN CRUZ RIAÑO,16,1,2012,"September 12th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Completed,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,14%,3 full defects,0,Green,17 full defects,"September 12th, 2013",1550,1550
79,Arabica,Mexico,PICO DEL ORO,"EL PACAYAL, AMATENANGO DE LA FRONTERA, CHIAPAS",F07016865,CAFÉ PICO DE LORO,12OO,AMATENANGO DE LA FRONTERA,JUAN AVENAMAR RODRIGUEZ FUNEZ,120,1,2012,"August 30th, 2012",JUAN AVENAMAR RODRIGUEZ FUNEZ,Typica,Completed,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,14%,7 full defects,0,Green,38 full defects,"August 30th, 2013",12,12
78.92,Arabica,Mexico,SANTA TERESA,AMSA TUXTLA,2222,ECOMTRADING,1300,"LA CONCORDIA, CHIAPAS",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1,2013,"March 12th, 2013",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78,12%,0 full defects,0,Green,8 full defects,"March 12th, 2014",1300,1300
78.92,Arabica,Mexico,LA PANDORA,"ZARAGOZA ITUNDUJIA, OAXACA",0,CAFEORGANICO.MX,1400,ZARAGOZA ITUNDUJIA,LUISA ZUÑIGA GARCÍA,14,1,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Completed,Washed / Wet,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78,16%,0 full defects,0,None,0 full defects,"September 17th, 2013",1400,1400
78.83,Arabica,Nicaragua,Finca Las Marías,BENEFICIO ATLANTIC CONDEGA,017-053-0211/053-0212,Exportadora Atlantic S.A,1100,JALAPA,Teófilo Narváez,1,1,2016,"May 22nd, 2017","Exportadora Atlantic, S.A.",Caturra,Completed,Other,7.17,7,6.92,7,7,7,10,10,10,6.75,78,10%,0 full defects,2,Green,4 full defects,"May 22nd, 2018",1100,1100
78.75,Arabica,United States (Hawaii),,Kona Pacific Farmers Cooperative,Specialty Coffee Association of America,Kona Pacific Farmers Cooperative,,KONA,,11,0.18225,2013,"January 17th, 2014",Eileen Koyanagi,,Completed,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78,12%,5 full defects,0,Green,8 full defects,"January 17th, 2015",,
78.75,Arabica,Guatemala,LA CASTELLANA,BENEFICIO IXCHEL,11/23/1020,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGRIPEC DE LA VEGA Y CIA.,250,69,2013,"July 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78,12%,1 full defects,0,Green,8 full defects,"July 5th, 2014",4300,4300
78.75,Arabica,Mexico,"LA PATRONA, EL TREBOL, LA CADENA","TLAVICTEPAN, HUATUSCO",0,EMPAGRI S.P.R. DE R.L. DE C.V.,1320,HUATUSCO,"JOSE VAZQUEZ CANTON, JOSE ANTONIO JIMENEZ GONZALEZ, IRENEO GARCIA VALDIVIA",20,1,2012,"August 1st, 2012",OCTAVIO AUGUSTO DIAZ TREJO,Typica,Completed,Washed / Wet,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78,14%,0 full defects,0,Green,0 full defects,"August 1st, 2013",1320,1320
78.75,Arabica,Mexico,EL TESORO,EL TESORO,0,,1250,HUATUSCO,DAMASO MARTINEZ PEREZ,35,1,2012,"July 16th, 2012",DAMASO MARTINEZ PEREZ,Typica,Completed,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78,14%,0 full defects,0,None,0 full defects,"July 16th, 2013",1250,1250
78.75,Arabica,Mexico,LOS ENCINOS,,11042707999,,1350,"OHUAPAN, TLALTETELA","PEDRO HERRERA GUZMAN, AURELIO GABRIEL HERNANDEZ ,MARIA DE LOURDES DERISTAIN TRESS",10,1,2012,"June 6th, 2012","PRODUCTORES DE ESPECIALIDAD EMILIANO ZAPEATA, SPR.",Bourbon,Completed,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78,12%,0 full defects,0,,0 full defects,"June 6th, 2013",1350,1350
78.67,Arabica,China,Alicia's Farm,Yunnan Louis Herbs R&D Center,LOUIS88,Yunnan Louis Herbs R& D Center,1850,"Yunnan,China",Yunnan Louis Herbs R&D Center,1,2,2013,"April 26th, 2014",Adam Ciruli Ye,Typica,Completed,Washed / Wet,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78,0%,0 full defects,0,Green,5 full defects,"April 26th, 2015",1850,1850
78.67,Arabica,Mexico,LOS PINOS,LOS PINOSLOS PINOS,1104374276,,1150,YECUATLA,JUAN GARCIA HERNANDEZ,20,1,2012,"September 17th, 2012",JUAN GARCIA HERNANDEZ,Caturra,Completed,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78,13%,0 full defects,0,None,2 full defects,"September 17th, 2013",1150,1150
78.58,Arabica,Nicaragua,LOS SALTARINES,Beneficio Atlantic Condega.,017-053-0046,Exportadora Atlantic S.A,,Nueva Segovia,ADONIS JOSE ORTEZ BELTRAN,275,69,2016,"February 17th, 2016","Exportadora Atlantic, S.A.",,Completed,,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78,10%,1 full defects,5,Green,7 full defects,"February 16th, 2017",,
78.58,Arabica,Guatemala,VARIAS,LAS AMERICAS,11/951/388,"OUTSPAN GUATEMALA, S. A.",4000 PSNM,ORIENTE,VARIOS,250,69,2014,"September 4th, 2014",Juan Luis Alvarado Romero,Other,Completed,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78,12%,0 full defects,0,Green,3 full defects,"September 4th, 2015",4000,4000
78.58,Arabica,Taiwan,Kan Tou Mountain Coffee ??????,Kan Tou Mountain Coffee ??????,Taiwan,"RED ON TREE CO., LTD.",800M,"Dongshan Dist., Tainan City ??????",GUO JIUN HUNG ??? & TSENG RU FENG ???,50,20,2013,"July 22nd, 2014","Lin, Che-Hao Krude ???",Typica,Completed,Washed / Wet,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78,10%,0 full defects,0,Green,0 full defects,"July 22nd, 2015",800,800
78.58,Arabica,Mexico,GRAPOS EL PORVENIR,"AGROINDUSTRIAL UNIDAS DE MEXICO, S.A. DE C.V. SUCURSAL TUXTLA",1506502938,ECOMTRADING,1400,TAPACHULA,EPIFANIO GARCIA DE MIGUEL,250,1,2012,"July 26th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78,13%,0 full defects,0,Green,1 full defects,"July 26th, 2013",1400,1400
78.58,Arabica,Mexico,COFRADIA,BENEFICIO DE CAFETALEROS EL REMUDADERO S.P.R. DE R.L.,"703817078, 703817042, 700137443",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1300,COFRADIA DE SUCHITLAN,"J. CARMEN GUZMAN CONCEPCION, IGNACIO RAMIREZ BARAJAS, DIONICIO GARCIA RAMIREZ",50,1,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78,10%,0 full defects,0,,1 full defects,"July 2nd, 2013",1300,1300
78.5,Arabica,Mexico,various small farms,Beneficio San Fernando,0016-2795-0008,Unión de Ejidos San Fernando,"1,600 meters","Sierra, Chiapas",Various small producers,280,69,2014,"April 26th, 2014",Kurt Kappeli,Bourbon,Completed,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78,0%,0 full defects,0,Green,0 full defects,"April 26th, 2015",1,1
78.5,Arabica,Mexico,FINCA SEGO,"VILLA TALEA DE CASTRO, OAXACA",0,VILLA TALEA CAFÉ,1400,VILLA TALEA DE CASTRO,REYNALDO OLIVERA RIOS,10,1,2012,"September 14th, 2012",ROSARIO MIGUEL HERNANDEZ,Typica,Completed,Washed / Wet,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78,12%,0 full defects,0,None,14 full defects,"September 14th, 2013",1400,1400
78.5,Arabica,Mexico,CERCA DE LOS ANGELES,BENEFICIO SECO DE CAFE DE LA SOC. COOP. TZOTZILOTIC TZOBOLOTIC SCL,1506868415,,1200,LOS ANGELES,FRANCISCO RUIZ NUÑEZ,20,1,2012,"July 26th, 2012",FRANCISCO RUIZ NUNEZ,Caturra,Completed,Washed / Wet,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78,13%,1 full defects,0,Green,3 full defects,"July 26th, 2013",1200,1200
78.42,Arabica,Brazil,SANTA MARIA,,002/4542/0213,BOURBON SPECIALTY COFFEES,,MONTE CARMELO,Manoel Cardoso and Galileo Cardoso,300,60,2014/2015,"December 16th, 2014",BOURBON SPECIALTY COFFEES,Catuai,Completed,Natural / Dry,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78,12%,3 full defects,0,Green,4 full defects,"December 16th, 2015",,
78.42,Arabica,Mexico,EL NARANJO,"ZARAGOZA ITUNDUJIA, OAXACA",0,CAFEORGANICO.MX,1500,ZARAGOZA ITUNDUJIA,LAMBERTO JOSÉ GARCÍA,10,1,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Completed,Washed / Wet,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78,14%,0 full defects,0,None,0 full defects,"September 14th, 2013",1500,1500
78.33,Arabica,United States (Hawaii),,,K#1 21614,Kona Pacific Farmers Cooperative,,KONA,,5,9.1125,2014,"March 19th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78,10%,0 full defects,0,Bluish-Green,0 full defects,"March 19th, 2015",,
78.33,Arabica,Guatemala,VARIAS,LAS AMERICAS,11-951-136,"OUTSPAN GUATEMALA, S.A.",4000 P.S.N.M,ORIENTE,VARIOS,275,69,2014,"February 27th, 2014",Juan Luis Alvarado Romero,Other,Completed,Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78,10%,0 full defects,0,Green,2 full defects,"February 27th, 2015",4000,4000
78.33,Arabica,Guatemala,EL SACRAMENTO,BENEFICIO IXCHEL,11/23/0334,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250,1,2012,"February 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78,11%,1 full defects,0,Green,4 full defects,"February 7th, 2014",4300,4300
78.33,Arabica,Mexico,LLANO HERMOSO,"LLANO HERMOSO, XOCHITONALCO HUAUTLA, OAXACA",0,ASOCIACIÓN AGRICOLA LOCAL DE PRODUCTORES DE CAFÉ DE HUAUTLA DE JIMENEZ        ,1300,"XOCHITONALCO, HUAUTLA        ",PABLO CERVANTES MORELOS        ,100,1,2012,"September 11th, 2012",PABLO CERVANTES MORELOS        ,Typica,Completed,Natural / Dry,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78,13%,31 full defects,0,Green,47 full defects,"September 11th, 2013",1300,1300
78.33,Arabica,Guatemala,Conquista/ Morito,Beneficio Ixchel,11/23/0101,"UNEX (GUATEMALA), S.A",,ORIENTE,Conquista/ Morito,250,1,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78,11%,0 full defects,0,Green,9 full defects,"January 12th, 2013",,
